cliente_id,nome,email,idade,cidade,estado,data_ultima_compra,total_gasto,frequencia_compras,forma_pagamento,satisfacao,cliente_ativo
725,Daniel Estes,gregory35@yahoo.com,36,New Gabrielside,VA,2024-08-27,2807.96,11,Crédito,2,True
726,Sharon Dyer,ian93@yahoo.com,23,Adamsstad,ME,2024-10-20,1330.88,12,Pix,4,True
727,Cynthia Morgan,lcarrillo@weeks.com,22,Port Ashleyton,WV,2024-10-23,1687.86,22,Débito,1,True
728,Erica Thomas,brianacox@rogers.info,35,South Tonyafort,NM,2024-03-31,3962.01,15,Débito,5,True
729,Krista Herrera,christopher55@norton.com,23,South Christopher,RI,2024-03-27,896.01,11,Boleto,5,True
730,Ashley Weeks,michele90@ewing.com,48,Andremouth,ME,2024-10-27,499.75,20,Boleto,4,True
731,Michael Burke,michelle41@hotmail.com,42,Joshuafort,NC,2024-10-10,2614.61,12,Débito,4,True
732,Michelle Davis,sherrywilson@patel.com,21,New Shane,ND,2025-03-12,1184.52,7,Pix,1,True
733,Daniel Price MD,haley11@campos.com,23,South Chad,SC,2025-02-06,1238.35,8,Crédito,3,True
734,Jason Simon,allison43@glenn.com,58,Johnfort,RI,2025-02-09,2676.99,1,Pix,4,True
735,Tyler Munoz,qsnyder@larson.com,54,Johnmouth,HI,2025-03-05,2542.81,20,Boleto,5,False
736,Justin Miller,patricia42@nguyen.com,67,Lindseymouth,DE,2024-06-10,4647.0,3,Crédito,3,True
737,Melissa Barnes,nrogers@ballard.com,42,South Don,MI,2024-06-12,2566.9,1,Débito,5,True
738,Michael Mcconnell,hillanthony@parker.com,51,Lake Daniel,NJ,2024-12-27,1062.23,24,Pix,4,True
739,Janice Boyer,qtaylor@hotmail.com,36,Bryantberg,WV,2024-04-14,232.68,1,Débito,1,True
740,Anthony Bird,tcole@alvarez.biz,51,Goodtown,WV,2024-10-11,512.47,8,Crédito,4,False
741,Lisa Hansen,cgarcia@jackson-morrison.org,32,East Rebeccabury,OK,2025-01-29,2157.3,19,Débito,5,True
742,Steven Farrell,devinholmes@gmail.com,67,Elaineborough,CT,2024-08-14,2633.89,1,Débito,5,True
743,Mr. Michael Barber,michaelmoody@vasquez-shaw.com,25,Robertshaven,KY,2024-09-21,3267.8,3,Crédito,4,True
744,Rachel Davis DVM,kelly87@hotmail.com,61,Allenport,HI,2024-12-26,2408.91,7,Crédito,3,True
745,Lauren Rivera,victoria03@benson.com,64,Port Nicholas,AR,2024-07-09,3325.18,13,Débito,4,False
746,Linda Davis,lreilly@walker.org,66,Port Chad,AK,2024-04-09,103.51,1,Crédito,1,True
747,Alicia Kramer,chobbs@gmail.com,51,Petersontown,NY,2025-03-18,172.43,9,Pix,5,True
748,Monica Davis,lacey25@young-carter.com,35,Port Donaldfurt,HI,2025-03-19,4033.39,4,Pix,2,True
749,Jenna Anderson,deniselewis@hernandez.com,47,Robertborough,ME,2024-05-03,3107.14,14,Crédito,4,True
750,Terri Nielsen,lori17@nichols.info,30,Rodriguezside,SD,2024-09-29,3803.12,4,Boleto,4,False
751,Sharon Gonzalez,daniel49@jones.com,64,North Michael,PA,2024-10-29,1954.18,7,Pix,4,True
752,Terry Garza,johnsondavid@morris.com,50,Nicoleborough,WA,2025-03-17,3044.58,7,Débito,5,True
753,Carlos Perez,matthewgarrett@thomas.com,52,South Tinaport,MI,2025-01-26,2398.93,7,Crédito,3,False
754,Eric Navarro III,qsmith@hotmail.com,69,Steelechester,OH,2025-01-20,3654.05,21,Boleto,2,True
755,Steven Beck,clarkjanice@johnson-hayes.biz,41,Christophershire,MT,2025-01-29,578.53,3,Pix,4,False
756,Catherine Harrell,ukramer@hotmail.com,43,Davidburgh,RI,2024-04-05,675.71,22,Crédito,2,False
757,Joshua Castillo,edavis@yahoo.com,64,Williamsport,MO,2024-05-25,4084.8,16,Boleto,5,True
758,Robert Nelson,millermonica@neal-roy.biz,68,South Lesliehaven,WI,2024-05-07,616.33,21,Pix,2,False
759,Melissa Phelps,theresa70@shaw-torres.org,61,West Ianhaven,VT,2024-10-10,4826.1,15,Crédito,4,True
760,Rebecca Doyle,brianjackson@nguyen-morrison.biz,59,New Samanthastad,VT,2024-10-11,3591.93,19,Boleto,4,False
761,Charles Clark,martinbrock@thompson-oneill.com,64,Ashleyfort,DE,2025-02-04,2667.57,17,Débito,2,True
762,April Martinez,jeffrey89@french.biz,18,North Vincentport,OH,2024-12-29,4441.98,12,Boleto,3,False
763,Mr. Fernando Robinson,arussell@gmail.com,30,West Tracyburgh,TX,2024-09-15,4330.32,2,Boleto,4,True
764,Eugene Ibarra,kylehall@schultz.com,27,North Yvonne,IA,2025-01-14,3899.59,11,Débito,3,False
765,Matthew Gross,jamessmall@hotmail.com,36,Port Matthewmouth,NJ,2024-07-19,4006.74,6,Boleto,3,False
766,Chelsea Bailey,andrejohnson@anderson.biz,22,North Curtis,AL,2025-02-06,3929.3,16,Crédito,2,True
767,Joshua Costa,millerkevin@rose.net,25,Port Renee,LA,2024-04-05,2891.56,14,Pix,4,False
768,Juan Jones,jeremy81@washington-spencer.org,21,Taylorton,AK,2024-12-01,3661.57,22,Pix,2,True
769,Troy Kerr,xyoung@hotmail.com,66,Kempbury,ND,2024-08-15,2340.03,5,Crédito,3,True
770,Samuel Baldwin,wheelermariah@coleman.info,30,West Isaac,CT,2024-12-26,4030.86,1,Pix,3,True
771,Julia Henderson,morrissamuel@clark.com,55,Lake Bryanberg,MO,2024-08-04,3743.3,14,Pix,2,True
772,Kimberly Juarez,nancy62@mitchell.com,63,Jerryburgh,PA,2024-08-03,4344.83,13,Crédito,2,True
773,Barry Alexander,heatherbrooks@gmail.com,66,Sarahtown,UT,2024-08-15,4644.7,7,Boleto,5,False
774,Jose Cooper,dmahoney@garcia-lindsey.com,63,South Danielside,MN,2024-07-05,166.82,18,Pix,5,True
775,Nancy Cruz,donaldlane@hotmail.com,36,Jamesborough,MO,2024-08-15,2454.06,18,Débito,3,True
776,Michael Weaver,kathy80@morales-gutierrez.com,69,New Andrewville,NY,2024-09-18,4594.04,4,Pix,4,False
777,Andrew Jensen,donna78@joseph.info,67,Ashleyland,AZ,2024-06-24,932.68,1,Boleto,3,True
778,Laura Perry,kpearson@hotmail.com,25,West Madison,MN,2025-03-06,292.19,20,Crédito,3,True
779,James Miller,fclark@simmons.com,44,West Joshua,HI,2024-09-19,2207.71,18,Crédito,4,True
780,Barbara Nunez,wandahatfield@yahoo.com,67,Jennatown,TN,2024-06-24,2213.14,4,Crédito,5,True
781,Carol Harris,paulconway@walker.info,64,Miguelside,KY,2024-11-07,2702.86,14,Débito,3,True
782,Kyle Russell,allison17@yahoo.com,47,North Kathy,AL,2025-03-01,2406.17,12,Pix,2,True
783,Kimberly Fox,donaldzhang@gmail.com,21,East Kellyfort,KS,2024-07-09,3520.17,18,Crédito,3,False
784,Brandon Middleton,haley35@morton.com,28,Port Kyleside,MT,2024-10-13,2754.93,5,Boleto,3,True
785,Carlos Lee,ayersadrian@gmail.com,38,North Joeton,AL,2025-01-02,2757.47,24,Crédito,5,False
786,Margaret Reynolds,jamesangela@gmail.com,60,New Nicholasborough,NE,2025-03-11,3369.34,16,Crédito,2,True
787,Martin Baker,leeheather@bishop.com,19,Robertfurt,KY,2024-12-11,2659.71,11,Pix,3,True
788,Margaret Morrison,brenda60@yahoo.com,38,South Terriside,TN,2024-12-19,404.44,7,Pix,2,True
789,Gregory Mack,thomas04@gmail.com,34,North Ambertown,ME,2024-08-27,4075.17,21,Pix,1,True
790,Matthew Villegas,john43@hotmail.com,60,Yangstad,DE,2024-08-16,1503.62,22,Boleto,4,True
791,Joseph Lewis,danielleyoung@summers-huang.net,68,Lake Davidton,MN,2024-05-26,4518.09,7,Pix,4,False
792,David Ruiz,connorfrench@dunn-dunn.com,46,North Nicole,NC,2025-02-27,3246.95,17,Pix,5,True
793,Sara Roberts,egonzalez@yahoo.com,44,New Terryfurt,MI,2024-05-07,3842.96,5,Pix,4,False
794,Nathan Beck,colemanmichelle@castro.info,41,Aguirremouth,LA,2024-04-23,1631.3,4,Crédito,4,True
795,Sherry Davis,andrea61@hotmail.com,66,Lake Ashley,MS,2024-11-22,864.88,8,Boleto,3,False
796,Jon Salazar,vjones@jones-gutierrez.com,20,South Nicole,NH,2024-03-26,3292.19,1,Débito,2,False
797,Crystal Taylor,kylehunt@hotmail.com,56,Salashaven,MD,2024-04-10,1751.7,1,Boleto,3,True
798,Cynthia Smith,abigail73@schultz-williams.com,27,North Adam,DC,2025-02-26,2208.15,9,Crédito,4,False
799,Joseph Schultz,sarah97@hotmail.com,20,East Stacytown,VT,2024-10-03,4261.75,4,Débito,5,True
800,Brianna Romero,christopher02@patterson.com,62,North Jeanne,MS,2024-12-12,209.42,7,Boleto,4,True
801,Nathaniel Ward,debrarichardson@macias-johnson.com,59,Jenniferbury,NC,2024-06-10,3992.1,6,Crédito,2,True
802,Cheryl Vang,dustin19@hotmail.com,43,South Matthewmouth,DC,2024-11-18,4629.03,8,Crédito,3,True
803,Jessica Swanson,meghangriffin@yahoo.com,54,New Jessica,VT,2024-10-13,2580.63,20,Débito,5,True
804,Andrew Alexander,bmullen@yahoo.com,44,Leonardstad,LA,2024-07-17,806.48,14,Crédito,1,False
805,Matthew Rose,aali@obrien.com,22,New Corey,MN,2024-05-05,2041.55,19,Débito,1,True
806,Katherine Moore,davidchapman@burton.info,59,South Brandonville,PA,2024-11-04,829.98,18,Boleto,5,True
807,Kenneth Baker,mark71@gmail.com,28,East Isaac,PA,2025-02-14,701.45,4,Débito,5,True
808,Todd Taylor,debbie69@hughes.com,30,New Davidstad,NH,2024-06-20,4823.17,9,Débito,3,True
809,Kimberly Giles,nicole06@mckinney-brooks.com,58,Devinview,DE,2024-12-14,1586.76,16,Crédito,4,False
810,Elizabeth Harrison,lmorrison@hotmail.com,51,Margaretton,PA,2024-11-03,1406.73,12,Pix,4,True
811,Jacob Mcintosh,vcook@montgomery.com,55,Omarmouth,NC,2024-05-28,3878.35,4,Crédito,3,True
812,David Williams,westfrank@hanson.com,57,Ericburgh,ND,2024-08-20,2688.77,13,Crédito,3,False
813,Melinda Lawrence,christopherfitzgerald@gilbert-armstrong.com,50,South Jennifer,NJ,2024-04-15,4377.65,12,Boleto,5,True
814,David Willis,valenciavalerie@archer.biz,51,North Amber,AK,2025-03-06,4999.28,22,Débito,1,False
815,Rebecca Martin,carolyn90@gmail.com,44,South William,OH,2024-12-04,493.4,18,Boleto,3,True
816,Meghan Perkins,elizabethquinn@gmail.com,53,Christophertown,NE,2025-01-12,801.08,19,Boleto,5,False
817,Kelly Blevins,hinesanthony@gmail.com,43,West Tyler,SC,2024-07-13,4721.2,11,Débito,3,False
818,Lori Smith,deannamurray@davis.net,68,Port Kimberly,MT,2025-02-02,1135.38,12,Boleto,3,True
819,Kyle Wang,virginiawood@gmail.com,42,Meganton,AR,2025-02-06,320.16,16,Pix,1,True
820,Mark Moore,bhess@cruz-dean.com,36,New Ryan,SC,2025-01-20,4315.77,7,Débito,4,True
821,Samantha Oliver,rodriguezeric@hotmail.com,38,Johnsonshire,CA,2024-06-11,460.51,4,Boleto,5,False
822,Douglas Adams,jessicajohnson@gmail.com,48,Lake Hannahville,OH,2024-05-07,4813.02,19,Pix,4,True
823,Richard Lane,matthew56@yahoo.com,46,North Regina,OH,2024-05-02,3825.37,22,Crédito,4,True
824,Michelle Thomas DVM,leemolly@ellis.biz,26,Jasonton,WI,2024-08-28,2081.67,4,Débito,5,True
825,Gary Walsh,crossdonald@cohen.net,36,Williamsside,MI,2025-01-21,419.08,22,Crédito,2,False
826,Alex Phillips,carlawilson@solomon.org,43,West Jessica,MO,2025-02-08,3586.91,2,Boleto,2,True
827,Ricardo Watkins,michaelstewart@yahoo.com,42,West Kevin,IL,2025-03-08,2892.19,11,Pix,4,True
828,Shane Lewis,jenningsamy@riley.org,57,Smithshire,AK,2024-12-12,841.79,2,Pix,1,True
829,Shaun Hubbard,lhernandez@yahoo.com,60,Sethmouth,NH,2024-10-04,3173.97,22,Pix,5,False
830,Joseph Krause,paigewilliams@gmail.com,46,Perryview,SC,2024-12-18,3320.77,11,Crédito,4,True
831,Michelle Rios,stephanie53@yahoo.com,42,North Andrewmouth,NJ,2025-02-22,4732.55,10,Pix,4,False
832,Tammy Evans MD,deborah59@gmail.com,36,Simsburgh,IA,2025-01-25,2343.39,14,Pix,5,True
833,Cynthia Holland,sarah24@gmail.com,21,North Bryan,WI,2024-12-23,2611.19,20,Crédito,1,True
834,Elizabeth Richardson,utate@smith-wood.com,62,Ronaldtown,HI,2024-03-31,4551.84,3,Crédito,3,True
835,James Schneider,xlee@michael-thompson.com,37,New Tylerside,GA,2025-01-14,1307.37,19,Pix,4,True
836,Ricardo Mitchell,gary29@glenn.com,63,Jeffreyville,OK,2025-01-27,1390.4,21,Boleto,5,False
837,Jessica Carr,bergerluis@perry-mullins.com,18,Lake Renee,MA,2024-05-30,4657.54,8,Boleto,4,False
838,Kelly Martin,csanders@gmail.com,28,New Heather,PA,2024-09-23,1929.9,9,Débito,4,True
839,Brian Cruz,alexandra54@yahoo.com,21,East Danielland,UT,2024-07-07,3881.0,22,Pix,4,True
840,John Ruiz,gilbertdavid@gmail.com,24,Abigailfurt,ME,2024-11-12,1765.23,6,Débito,4,False
841,Brandi Jimenez,swright@collins.biz,45,Port Dennisshire,AZ,2024-07-27,1168.83,15,Crédito,4,True
842,Carolyn Smith,bryce03@yahoo.com,53,Port Timothy,OR,2024-07-28,1613.21,20,Crédito,4,True
843,Michael Valencia,wilkinswilliam@bryan-perez.com,24,Williamsonchester,SC,2024-08-21,2584.13,24,Crédito,2,False
844,Andre Collins,millerolivia@yahoo.com,37,Jimmyhaven,OK,2024-11-07,1186.73,7,Crédito,5,False
845,Tami Rivera,vasquezdavid@wiggins-lindsey.biz,52,Lake Katherinefurt,VA,2024-12-17,3677.01,1,Boleto,5,False
846,Bethany Davidson,nancy72@hotmail.com,68,Lake Matthew,NY,2024-11-05,467.12,9,Crédito,3,True
847,Philip Barr,vanessarandolph@farmer.com,68,North Jared,FL,2024-07-24,2811.24,22,Crédito,4,False
848,Michael Gomez,munozrebecca@hotmail.com,56,Taylorburgh,OH,2024-05-17,2925.62,16,Boleto,3,True
849,Jennifer Silva,omargarcia@yahoo.com,38,North Timothymouth,NH,2024-11-06,1646.79,6,Crédito,5,True
850,Ms. Jodi Davis,cabreramatthew@martin.com,61,South Christopherfurt,RI,2024-10-01,317.89,4,Débito,4,True
851,Kelly Haynes,perezryan@hotmail.com,18,Lake Jeffreystad,MT,2024-08-01,2610.32,15,Pix,3,True
852,Cynthia Walsh,dawn79@gmail.com,54,Cynthiachester,MN,2024-05-30,412.74,9,Pix,5,False
853,Anthony Randall,dyang@gmail.com,63,Josephberg,RI,2024-12-17,4255.51,10,Crédito,1,True
854,Elizabeth Rose,xdominguez@robinson-perry.com,59,South Markmouth,OR,2024-12-03,4751.91,24,Crédito,3,True
855,Megan Smith,gibsoncynthia@warner-montoya.com,20,Sherylborough,OH,2025-01-08,1398.29,5,Crédito,3,True
856,Brandon Mullins,jimrodriguez@gmail.com,51,Port Gregoryburgh,PA,2024-04-09,596.73,8,Boleto,2,True
857,Craig Brooks,tommysolomon@garcia.com,30,Port Lesliechester,WI,2024-12-27,1504.96,2,Pix,3,True
858,Julia Gardner,jonathan58@hotmail.com,33,South Dawnberg,MD,2024-08-06,1063.57,20,Débito,4,True
859,Jennifer Garcia,michaelmcguire@levine.com,51,Port Tracystad,DC,2025-02-07,143.63,14,Boleto,3,False
860,Nathaniel Edwards,jacobscameron@gmail.com,41,Albertfort,WI,2024-11-06,4467.38,6,Boleto,4,False
861,Richard Oneal,pricebecky@hotmail.com,30,Johnsonfurt,MO,2024-09-21,3966.18,9,Boleto,2,False
862,Luis Yang,wolsen@gmail.com,23,East Melissahaven,IA,2024-07-09,1584.1,10,Débito,5,True
863,Russell Sutton,austinlopez@gmail.com,56,Kimberlymouth,AL,2024-04-28,3259.65,22,Débito,2,False
864,Christopher Scott,zhall@yahoo.com,19,Sandraborough,RI,2024-12-25,4855.01,8,Pix,4,False
865,Carol Bush,lisa61@valdez.biz,28,Martinezmouth,VA,2024-05-20,3949.22,4,Débito,3,True
866,Kristina Smith,garciasamantha@yahoo.com,24,South Joshua,WV,2024-08-21,3769.97,16,Crédito,5,False
867,Eric Mccoy,loneal@lee.com,24,Karifort,WY,2024-06-15,3077.36,6,Crédito,5,True
868,David Reyes,iking@gmail.com,56,New Theresa,RI,2024-07-20,1912.71,10,Pix,4,False
869,Kristopher Castro,zhowell@gmail.com,56,Jenniferland,ME,2025-02-13,2964.73,23,Débito,1,True
870,Jeffery Drake,anthonyrivera@hotmail.com,29,Johnsonport,UT,2024-12-22,870.68,22,Pix,1,True
871,Tracy Morrison,cwhite@gmail.com,68,Lake Jeanne,CO,2024-10-08,285.04,12,Pix,1,True
872,Jose Kennedy,jeffreyhanson@hotmail.com,39,Carterville,MI,2025-02-04,2024.49,4,Débito,5,True
873,Nancy Gilmore,psmith@kennedy.net,68,Kathymouth,TN,2025-03-10,855.24,19,Boleto,2,True
874,Dawn Nelson,alicia10@yahoo.com,68,North Andrewborough,SC,2024-05-10,848.44,4,Débito,5,True
875,Shawn Mccullough,harristaylor@wade-willis.net,69,Roberttown,CT,2025-01-21,2451.17,15,Crédito,4,True
876,Alexander Wells,billy29@dixon.net,20,East Valerie,AK,2024-12-06,966.98,10,Débito,4,True
877,Michele Lowe,charles75@hotmail.com,30,Avilamouth,NC,2024-03-22,1079.41,18,Boleto,1,True
878,Brian Daniel,daviswilliam@silva.biz,47,Lake Mark,NV,2025-01-24,2918.18,16,Débito,4,False
879,Catherine Velasquez,joseph71@yahoo.com,27,Brownmouth,AZ,2024-05-21,2339.61,23,Crédito,5,True
880,Lindsay Arnold,jamesanderson@hotmail.com,69,Port Danielletown,AL,2025-03-10,3618.78,16,Crédito,4,False
881,Jason Owens,rpineda@yahoo.com,26,Rachaelfort,WY,2024-10-07,2368.95,10,Boleto,3,True
882,Jessica Smith,kevin07@yahoo.com,23,Barajashaven,OR,2024-08-01,1605.8,20,Boleto,4,True
883,Andrea Braun,michaelreid@gmail.com,61,Karentown,MS,2024-04-09,3215.75,8,Crédito,3,True
884,Michelle Steele,ronald31@johnston-green.com,19,New Christopherchester,WY,2024-07-03,2464.88,8,Crédito,2,False
885,Jennifer Ramirez,vcraig@bradley.com,61,New Josephtown,FL,2024-10-16,4890.16,6,Débito,5,False
886,Alexander Woods,harrisonsherry@pope.com,33,Port Jeffreymouth,NM,2025-01-04,1314.06,12,Pix,5,False
887,Nancy Smith,wtran@yahoo.com,30,Lake Courtneyfort,NV,2024-08-16,3407.78,13,Pix,1,False
888,Sandra Camacho,campbellkarina@smith.com,65,Novaktown,MI,2024-08-22,4938.12,15,Boleto,1,True
889,Jennifer Padilla,shelbymartin@gmail.com,30,Francischester,MA,2024-12-02,4637.37,15,Boleto,2,True
890,Amy Williams,paullong@bates-aguilar.biz,39,Crawfordchester,NY,2024-10-26,1337.58,3,Pix,5,True
891,Mason James,jamesgrant@gilbert-may.net,36,West Sara,MO,2024-10-18,3625.4,2,Crédito,2,True
892,Pam Wise,patricia68@yahoo.com,43,Michaelburgh,TN,2024-12-16,1994.04,11,Boleto,5,False
893,Wesley Spencer,diana06@gmail.com,31,Jeremiahton,NJ,2025-01-11,3821.5,24,Débito,4,True
894,Madison Nunez,tnorris@gmail.com,48,New Anthonyberg,WI,2024-07-17,715.97,6,Pix,3,True
895,Michael Reynolds,bradykaren@anderson-green.net,46,Amandaside,MD,2025-01-19,4868.17,15,Débito,2,True
896,Michelle Dickson,josephclark@gmail.com,62,Paulmouth,CA,2025-01-06,832.54,1,Débito,4,False
897,Sandra Willis DDS,brandonmendez@yahoo.com,59,Tuckerhaven,CA,2024-09-22,3527.73,20,Crédito,5,True
898,Jacob Barnes,andrea65@gmail.com,39,Port Courtneytown,SC,2025-03-18,1793.02,8,Boleto,4,False
899,Maria Jackson,melvindavis@robinson.biz,24,Kevinchester,MI,2024-05-22,1015.99,16,Boleto,3,True
900,Jeffrey Alexander,fowlerrobert@gmail.com,54,North Victoriaport,KY,2024-12-31,2015.19,16,Boleto,4,True
901,Darrell Rivera,ellisjustin@yahoo.com,66,West Pamela,GA,2024-09-14,4859.66,2,Crédito,4,True
902,Mario Moore,qsimpson@yahoo.com,58,Skinnermouth,ID,2024-07-25,662.36,1,Débito,2,True
903,Kathleen Jones,snguyen@valencia.com,44,New Melissa,VT,2025-02-16,262.16,9,Débito,3,False
904,Tony Johnson,jonathon03@gutierrez-kim.net,48,New Ashley,TX,2024-09-20,4000.97,18,Débito,5,True
905,Cassidy Pena,ehodges@stone.com,23,New Kristinaside,MT,2024-06-14,4117.98,24,Débito,4,True
906,Dr. Jessica Reynolds,christopher81@hotmail.com,33,Amyside,SD,2025-03-20,2480.39,14,Boleto,4,False
907,Jeremiah Rubio,jontaylor@gmail.com,55,Muellerside,PA,2024-06-13,4808.57,24,Boleto,4,True
908,John Huang,justinscott@garcia.com,55,East Raymond,ND,2024-10-28,3175.81,15,Débito,4,True
909,Bruce Briggs,sanderscharles@martin.org,67,Mannbury,ID,2024-05-28,2995.89,23,Débito,3,False
910,Robert Turner,stephaniehenderson@salinas.com,49,Beardhaven,GA,2024-05-02,4181.42,1,Crédito,3,True
911,Robert Rivera,hornshannon@hotmail.com,50,Port John,AR,2025-01-17,105.47,6,Boleto,1,False
912,Anthony Curtis,oshaffer@hotmail.com,66,Jessicaville,WV,2024-10-02,1063.83,22,Boleto,5,False
913,Colleen Fitzpatrick,laurajackson@gmail.com,34,New Joseph,UT,2024-03-23,1506.99,23,Débito,1,False
914,Kimberly Harris,wudenise@gmail.com,50,Henryport,SC,2024-08-08,2289.01,6,Boleto,5,True
915,Jessica Williams,qwells@wood.org,28,Flemingstad,WY,2024-06-18,706.6,14,Boleto,3,True
916,Jackie Phillips,deanna30@hotmail.com,30,Lake Annette,MN,2025-03-08,4312.65,4,Débito,2,False
917,Andrew Williams,hodgefrancisco@yahoo.com,47,Murphyville,OR,2024-07-02,3606.55,14,Pix,4,True
918,Shawna Harrison,zgibson@miller.biz,18,Quinnberg,PA,2024-10-21,3877.88,4,Pix,4,True
919,Charles Meza,iwilliams@yahoo.com,47,West Caitlin,CO,2024-11-15,546.49,9,Pix,4,True
920,Rebecca Jones,levinejuan@hotmail.com,44,Raymondborough,LA,2024-06-01,2557.16,4,Boleto,3,False
921,Richard Wilson,elliottyolanda@yahoo.com,57,South Marie,OH,2024-07-06,686.65,10,Crédito,4,True
922,Taylor Reynolds,shane97@smith-martinez.com,40,Port Cheryl,AL,2024-04-04,1442.8,12,Boleto,3,False
923,Mitchell Griffin,trujillorobert@gray.com,37,New Carmentown,PA,2024-08-17,4610.68,4,Débito,3,True
924,Stacy Fernandez,tiffany89@buchanan.com,23,South Amybury,CT,2025-03-16,3885.88,12,Crédito,4,True
925,Jaime Atkinson,knappryan@yates.com,54,Combsland,SD,2024-05-25,3883.08,12,Débito,5,True
926,Angela Hunter,fbyrd@mendez-brown.com,37,South Fredstad,IL,2024-05-20,3790.12,20,Crédito,1,True
927,Shawn Wright,hollowaymichael@johnson.com,54,Steveview,CT,2024-12-01,2082.75,23,Crédito,3,True
928,Wendy Kemp,susanhernandez@gmail.com,23,Harveyland,MD,2024-11-30,526.08,11,Crédito,3,True
929,Erica Hale,daycarol@mclaughlin-nelson.org,46,Theodorechester,MI,2024-12-08,4661.3,11,Crédito,4,True
930,Susan Allen,douglas19@hotmail.com,30,Phamville,AZ,2024-08-26,3502.53,5,Pix,3,False
931,Brittany Sullivan,angelalopez@rhodes.com,44,Lake Hannahville,WA,2025-02-03,3913.38,13,Crédito,2,True
932,Helen Campbell,marthamckinney@hale-miranda.com,67,New Danielville,TN,2024-08-09,3978.91,3,Crédito,2,False
933,James Smith,moorenicole@gray.biz,37,East Darrenland,WA,2024-09-20,4134.37,6,Débito,2,True
934,Patrick Schwartz,woodtammy@davis.com,30,North James,MS,2024-12-25,1973.47,16,Débito,3,True
935,Breanna Wilson,rbryant@thornton.biz,56,Morganshire,DE,2024-04-17,4680.43,13,Pix,4,False
936,John Martinez DVM,michaelstephens@yahoo.com,25,Laneshire,OR,2024-09-04,2400.98,18,Crédito,3,False
937,Shelby Jackson,psolis@greene-sanders.com,34,Jacobtown,NC,2024-06-04,1158.2,16,Débito,5,True
938,Robin Morris,johnparker@gmail.com,47,Heathershire,AR,2024-06-01,2621.66,10,Crédito,3,True
939,Mrs. Rebecca Thomas,dtyler@simon.com,18,South Michael,PA,2024-07-10,3255.59,22,Crédito,3,True
940,Collin Wilson,melaniedavis@everett-herrera.com,41,Bryantton,NH,2024-11-12,1665.16,9,Boleto,3,False
941,Dana Lloyd,taylorraymond@garcia.com,33,North Jason,WI,2024-08-19,623.35,4,Crédito,5,True
942,Tina Hampton,christine24@johnson.com,28,Navarroburgh,MI,2024-09-21,2338.64,15,Débito,4,True
943,Kristin Johnson MD,wilsonbrenda@yahoo.com,21,Lake Sethtown,NE,2024-11-02,2490.22,17,Boleto,3,True
944,Vincent Fisher,vincent64@greer-gonzalez.org,21,North Shellyland,RI,2025-03-06,3879.89,7,Boleto,5,True
945,Robert Gillespie,ztaylor@huffman-hancock.com,34,Johnsonstad,KY,2025-02-01,454.87,20,Débito,4,True
946,William Sharp,paulmcmahon@hotmail.com,66,Natashaton,PA,2024-10-14,3385.11,2,Crédito,5,True
947,Mariah Smith DDS,chambersnicholas@robinson-cole.com,27,West Lisaborough,AK,2024-09-12,825.15,16,Crédito,2,True
948,William Frederick,tarabailey@johnson-castillo.com,38,Bonniefurt,MS,2025-01-21,3437.46,12,Crédito,5,False
949,Michelle King,ruthbarnes@hernandez.com,55,Kristenside,IL,2024-05-28,1775.72,8,Boleto,3,False
950,Samantha Walters,leonbrian@johnson.net,66,East David,TX,2024-07-29,4240.92,9,Débito,1,True
951,Curtis Bradley,burtonalfred@gmail.com,35,West Cindy,FL,2025-01-14,2336.22,4,Boleto,1,True
952,Jennifer Li,whitekathleen@hotmail.com,27,Howardmouth,SC,2024-08-16,1245.17,24,Boleto,4,True
953,Deanna Johnson,loveluke@hotmail.com,62,West Felicia,MD,2024-09-17,3836.37,12,Crédito,3,True
954,Erin Wu,lisa49@yahoo.com,33,Nicholastown,ME,2025-01-25,4895.41,23,Pix,1,True
955,Joshua Gonzalez,nancygraham@yahoo.com,56,Lake Nicholas,AZ,2025-01-01,3204.85,8,Crédito,3,True
956,Maria Mullins,pdavis@hotmail.com,32,Coxport,CA,2024-08-11,758.7,10,Pix,4,False
957,Jordan Payne,daniellepayne@barr.net,51,New Victoriastad,OR,2024-03-22,1101.43,23,Débito,2,False
958,Manuel Cook,bestjasmine@klein-rogers.info,22,New Jessica,CT,2025-03-08,1960.34,14,Boleto,4,True
959,Holly Wise,fbarton@jones.com,34,Port Michaelstad,AR,2024-10-26,2533.23,7,Crédito,3,True
960,Jack Castillo,peter38@miller.org,54,Lake John,CT,2024-10-25,198.69,8,Débito,3,True
961,Miranda Gross,alexislarsen@carter.org,25,New Amandaberg,KY,2024-11-27,2460.35,9,Pix,3,False
962,Stephanie Hardy,marknguyen@harrell.com,41,Allenshire,NH,2025-02-01,2426.94,6,Boleto,4,False
963,Tammie Duran,rachael67@gmail.com,45,Ericside,AK,2024-10-14,2235.83,7,Boleto,3,True
964,Sean Lopez,kayla25@torres-williams.biz,64,Alvarezshire,KS,2024-09-09,1612.42,4,Débito,4,True
965,Jennifer Long,jacob19@bell.com,25,Thomaschester,OR,2024-07-30,4789.01,8,Débito,1,True
966,Jeffrey Key,george99@davis.net,40,North Alexanderland,NY,2024-10-23,3363.43,19,Débito,4,True
